domanda,risposta,id,front,back,last_review,interval,ease_factor,repetitions,last_confidence,chapter,removed
What are the three main functions that an IS supports?,"1) Data management - storing, organizing, transforming data, 2) Process and activity automation - using BPM methods, 3) Infrastructure and technology - IT as the technological backbone.",af5927b1-bc6a-433d-8b77-c45f590c1dad,What are the three main functions that an IS supports?,"1) Data management - storing, organizing, transforming data, 2) Process and activity automation - using BPM methods, 3) Infrastructure and technology - IT as the technological backbone.",2026-01-31T09:34:15.603383,6,2.22,2,3,1.0,0
Why do modern organizations need inter-organizational processes?,"Modern organizations operate in environments where information sources, databases, and processes are distributed across multiple entities. Effective functioning requires collaboration and sharing of data, processes, and services across organizational boundaries.",bfdc9dd6-e0fe-4779-b4dc-08a587bf7563,Why do modern organizations need inter-organizational processes?,"Modern organizations operate in environments where information sources, databases, and processes are distributed across multiple entities. Effective functioning requires collaboration and sharing of data, processes, and services across organizational boundaries.",2026-01-31T10:02:47.534639,6,2.22,2,3,1.0,0
What is Enterprise Architecture (EA)?,"EA is a way of describing the IS of an organization. It serves as: 1) A map to capture IS complexity, 2) A description of current and future IS status, 3) A tool to ensure alignment inside and outside the organization.",629d458f-dc19-4417-b5e1-b52324995f5d,What is Enterprise Architecture (EA)?,"EA is a way of describing the IS of an organization. It serves as: 1) A map to capture IS complexity, 2) A description of current and future IS status, 3) A tool to ensure alignment inside and outside the organization.",2026-01-31T09:36:30.409450,6,2.22,2,3,1.0,0
What is the Zachman Framework (ZF)?,"ZF is one of the first and most influential ways to structure an EA. It provides a taxonomy for IS components using a matrix with rows (points of view) and columns (aspects). Each entry is a view with documents, models, and specifications.",4afa4f27-5d48-429c-b234-38fcb7d69591,What is the Zachman Framework (ZF)?,"ZF is one of the first and most influential ways to structure an EA. It provides a taxonomy for IS components using a matrix with rows (points of view) and columns (aspects). Each entry is a view with documents, models, and specifications.",2026-01-31T09:17:34.088384,6,2.22,2,3,1.0,0
What is the relationship between EA and the Zachman Framework?,EA is the discipline/approach to describe an IS. ZF is a concrete example of EA that provides a taxonomy to structure that description.,59c4b077-3c68-4904-bfaf-2123f9db45de,What is the relationship between EA and the Zachman Framework?,EA is the discipline/approach to describe an IS. ZF is a concrete example of EA that provides a taxonomy to structure that description.,2026-01-31T09:45:44.823741,6,2.22,2,3,1.0,0
How does the Zachman Framework provide a top-down approach?,"At the top rows: descriptions are abstract and conceptual (broad scope, high-level meaning, less technical detail). As you move down: descriptions become progressively more detailed and technical until reaching actual implementation.",42b5fe5f-22e7-4672-a6a7-bb90f61422e3,How does the Zachman Framework provide a top-down approach?,"At the top rows: descriptions are abstract and conceptual (broad scope, high-level meaning, less technical detail). As you move down: descriptions become progressively more detailed and technical until reaching actual implementation.",2026-01-31T09:43:16.603708,6,2.36,2,4,1.0,0
What is the DIKW pyramid?,"The DIKW pyramid represents the hierarchy of Data, Information, Knowledge, and Wisdom - showing how raw data is transformed into increasingly meaningful and actionable understanding.",78cd467a-e7d3-4647-9ad3-dbadc9b409af,What is the DIKW pyramid?,"The DIKW pyramid represents the hierarchy of Data, Information, Knowledge, and Wisdom - showing how raw data is transformed into increasingly meaningful and actionable understanding.",2026-01-31T09:45:32.089473,6,2.22,2,3,1.0,0
What is Data in the DIKW pyramid?,"Data consists of raw facts, observations, and numbers without context or meaning.",2ea86346-1f86-451b-837e-1c13f7f02531,What is Data in the DIKW pyramid?,"Data consists of raw facts, observations, and numbers without context or meaning.",,0,2.5,0,0,1.0,1
What is Information in the DIKW pyramid?,"Information is processed and organized data that answers the 5W questions (Who, What, When, Where, Which).",7d327020-c1cf-42fe-a41f-e02142a3a7d8,What is Information in the DIKW pyramid?,"Information is processed and organized data that answers the 5W questions (Who, What, When, Where, Which).",,0,2.5,0,0,1.0,1
What is Knowledge in the DIKW pyramid?,Knowledge is applied information that answers the question 'How?' - understanding how to use information effectively.,df9828e2-105f-467b-8fe2-5f64ccd94c1b,What is Knowledge in the DIKW pyramid?,Knowledge is applied information that answers the question 'How?' - understanding how to use information effectively.,,0,2.5,0,0,1.0,1
What is Wisdom in the DIKW pyramid?,Wisdom is value-based judgment that answers 'Why?' - the ability to make sound decisions based on knowledge and experience.,aafa3fd6-0ce7-456b-9c18-519742ecc649,What is Wisdom in the DIKW pyramid?,Wisdom is value-based judgment that answers 'Why?' - the ability to make sound decisions based on knowledge and experience.,2026-01-31T09:35:54.773687,6,2.22,2,3,1.0,0
What is a resource in an organization?,A resource is everything an organization uses—both tangible and intangible—to pursue its objectives. Information is one of the most important resources.,f412556b-a3c0-48ff-addf-0a9a57c92532,What is a resource in an organization?,A resource is everything an organization uses—both tangible and intangible—to pursue its objectives. Information is one of the most important resources.,2026-01-31T10:01:15.580726,6,2.22,2,3,1.0,0
What is a process in an organization?,A process is a set of procedures and activities that an organization performs to manage the life cycle of a resource to achieve a defined and measurable result.,dcaceae2-2530-49c4-8fc7-bf69c78c55aa,What is a process in an organization?,A process is a set of procedures and activities that an organization performs to manage the life cycle of a resource to achieve a defined and measurable result.,2026-01-31T09:46:27.579595,6,2.22,2,3,1.0,0
How does an IS support organizational processes?,"An IS supports processes by: 1) Recording operational transactions, 2) Analyzing control data, 3) Providing strategic decision support.",bc92d456-5d32-4498-a912-df8116725eee,How does an IS support organizational processes?,"An IS supports processes by: 1) Recording operational transactions, 2) Analyzing control data, 3) Providing strategic decision support.",2026-01-31T09:53:24.679830,1,2.04,1,3,1.0,0
What are the three levels of Anthony's Pyramid?,"1) Operational - daily activities, 2) Control/Tactical - monitoring and resource planning, 3) Strategic - defining long-term goals and policies.",7373b7af-05fc-485a-ba3c-eeb6613c6c22,What are the three levels of Anthony's Pyramid?,"1) Operational - daily activities, 2) Control/Tactical - monitoring and resource planning, 3) Strategic - defining long-term goals and policies.",2026-01-31T09:22:43.538462,1,2.04,1,3,1.0,0
What characterizes the Operational level in Anthony's Pyramid?,"Operational processes are routine, repetitive, detailed, and high-volume daily activities.",ced95f67-6fb2-42e2-b1e2-b7c29f9762ae,What characterizes the Operational level in Anthony's Pyramid?,"Operational processes are routine, repetitive, detailed, and high-volume daily activities.",2026-01-31T09:37:53.977276,6,2.22,2,3,1.0,0
